date,Magnitude
2016-08-02,306.53703703703707
2016-08-03,291.99074074074076
2016-08-04,297.9652777777778
2016-08-05,121.33101851851852
2016-08-06,212.43981481481484
2016-08-07,295.4513888888889
2016-08-08,299.20601851851853
2016-08-09,307.71296296296293
2016-08-10,229.55092592592595
2016-08-11,280.94675925925924
2016-08-12,283.35879629629625
2016-08-13,203.21990740740742
2016-08-14,245.4537037037037
2016-08-15,311.21296296296293
2016-08-16,298.8009259259259
2016-08-17,295.08796296296293
2016-08-18,307.8564814814815
2016-08-19,312.06944444444446
2016-08-20,299.10185185185185
2016-08-21,302.636574074074
2016-08-22,236.04398148148147
2016-08-23,286.2708333333333
2016-08-24,189.27546296296296
2016-08-25,267.2361111111111
2016-08-26,215.56712962962962
2016-08-27,291.1689814814815
2016-08-28,249.7175925925926
2016-08-29,301.7662037037037
2016-08-30,275.72222222222223
2016-08-31,288.037037037037
2016-09-01,288.96296296296293
2016-09-02,284.22453703703707
2016-09-03,262.5324074074074
2016-09-04,273.8865740740741
2016-09-05,212.87037037037035
2016-09-06,290.22222222222223
2016-09-07,293.66435185185185
2016-09-08,293.54629629629625
2016-09-09,294.96759259259255
2016-09-10,281.6736111111111
2016-09-11,269.5671296296296
2016-09-12,211.33101851851853
2016-09-13,257.7453703703704
2016-09-14,296.66203703703707
2016-09-15,264.3796296296296
2016-09-16,289.11805555555554
2016-09-17,290.3287037037037
2016-09-18,219.89814814814812
2016-09-19,234.0925925925926
2016-09-20,198.10185185185188
2016-09-21,198.10185185185188
2016-09-22,198.10185185185188
2016-09-23,198.10185185185188
2016-09-24,262.9791666666667
2016-09-25,281.07175925925924
2016-09-26,284.66666666666663
2016-09-27,236.12037037037035
2016-09-28,262.60416666666663
2016-09-29,237.01157407407408
2016-09-30,237.01157407407408
2016-10-01,237.01157407407408
2016-10-02,222.79629629629625
2016-10-03,179.11342592592592
2016-10-04,150.29166666666669
2016-10-05,144.09722222222223
2016-10-06,253.97685185185182
2016-10-07,255.90046296296296
2016-10-08,214.03472222222223
2016-10-09,177.75462962962962
2016-10-10,219.65509259259255
2016-10-11,199.5300925925926
2016-10-12,261.74768518518516
2016-10-13,239.44444444444449
2016-10-14,185.26388888888889
2016-10-15,269.15046296296293
2016-10-16,260.2939814814815
2016-10-17,258.70601851851853
2016-10-18,134.14814814814815
2016-10-19,119.48148148148148
2016-10-20,256.6712962962963
2016-10-21,257.7962962962963
2016-10-22,200.90972222222223
2016-10-23,256.99305555555554
2016-10-24,175.71990740740742
2016-10-25,109.63009259259259
2016-10-26,221.48148148148147
2016-10-27,216.09027777777777
2016-10-28,216.11574074074073
2016-10-29,185.03240740740745
2016-10-30,216.3449074074074
2016-10-31,216.18287037037038
2016-11-01,110.1412037037037
2016-11-02,215.94907407407408
2016-11-03,99.88263888888889
2016-11-04,225.06018518518516
2016-11-05,243.1087962962963
2016-11-06,181.49305555555554
2016-11-07,114.63379629629631
2016-11-08,141.46296296296296
2016-11-09,187.02546296296296
2016-11-10,167.81712962962962
2016-11-11,156.56944444444443
2016-11-12,210.08796296296296
2016-11-13,203.61111111111111
2016-11-14,212.01157407407405
2016-11-15,154.49305555555557
2016-11-16,186.2476851851852
2016-11-17,132.37037037037038
2016-11-18,145.3425925925926
2016-11-19,195.4467592592593
2016-11-20,195.68750000000003
2016-11-21,94.03819444444443
2016-11-22,120.22175925925926
2016-11-23,196.47916666666669
2016-11-24,201.49537037037038
2016-11-25,211.4537037037037
2016-11-26,149.78935185185188
2016-11-27,206.02083333333331
2016-11-28,169.20833333333331
2016-11-29,220.66898148148147
2016-11-30,220.66898148148147
2016-12-01,181.77546296296296
2016-12-02,186.37037037037038
2016-12-03,167.94444444444446
2016-12-04,192.48148148148147
2016-12-05,202.49074074074073
2016-12-06,196.7314814814815
2016-12-07,193.56712962962962
2016-12-08,174.03703703703704
2016-12-09,171.71990740740742
2016-12-10,200.17361111111111
2016-12-11,209.56712962962965
2016-12-12,171.63425925925927
2016-12-13,160.84490740740742
2016-12-14,203.8148148148148
2016-12-15,194.32638888888889
2016-12-16,207.98379629629625
2016-12-17,193.90277777777777
2016-12-18,191.24074074074073
2016-12-19,190.38425925925927
2016-12-20,150.07638888888889
2016-12-21,182.31249999999997
2016-12-22,193.35185185185188
2016-12-23,196.1782407407407
2016-12-24,174.99305555555554
2016-12-25,194.0532407407407
2016-12-26,170.2962962962963
2016-12-27,197.71759259259258
2016-12-28,192.80787037037035
2016-12-29,197.43287037037038
2016-12-30,211.7824074074074
2016-12-31,211.7824074074074
2017-01-01,172.53240740740742
2017-01-02,202.150462962963
2017-01-03,213.75694444444449
2017-01-04,206.71296296296296
2017-01-05,189.38888888888889
2017-01-06,204.50462962962962
2017-01-07,195.17129629629625
2017-01-08,215.24074074074073
2017-01-09,163.2800925925926
2017-01-10,190.650462962963
2017-01-11,165.45601851851853
2017-01-12,178.58564814814818
2017-01-13,193.8425925925926
2017-01-14,181.78472222222223
2017-01-15,212.52777777777774
2017-01-16,212.76851851851853
2017-01-17,214.3657407407407
2017-01-18,208.96064814814812
2017-01-19,225.34027777777774
2017-01-20,217.73842592592592
2017-01-21,224.0625
2017-01-22,219.0300925925926
2017-01-23,225.82175925925927
2017-01-24,215.6574074074074
2017-01-25,222.91666666666666
2017-01-26,226.56944444444443
2017-01-27,157.14351851851853
2017-01-28,196.787037037037
2017-01-29,209.30555555555557
2017-01-30,152.75
2017-01-31,219.51851851851853
2017-02-01,228.11111111111114
2017-02-02,205.2013888888889
2017-02-03,226.74537037037035
2017-02-04,208.04166666666669
2017-02-05,233.93981481481478
2017-02-06,162.99768518518516
2017-02-07,237.91898148148147
2017-02-08,214.85185185185182
2017-02-09,211.18287037037038
2017-02-10,230.57407407407408
2017-02-11,246.4050925925926
2017-02-12,229.8125
2017-02-13,249.11342592592592
2017-02-14,248.9074074074074
2017-02-15,259.875
2017-02-16,236.40972222222223
2017-02-17,255.52546296296296
2017-02-18,254.724537037037
2017-02-19,139.33333333333331
2017-02-20,238.43287037037035
2017-02-21,211.09027777777777
2017-02-22,233.30555555555557
2017-02-23,165.01851851851853
2017-02-24,256.22222222222223
2017-02-25,197.60185185185188
2017-02-26,259.90740740740745
2017-02-27,244.74537037037035
2017-02-28,218.3449074074074
2017-03-01,248.08333333333331
2017-03-02,251.99305555555557
2017-03-03,242.95601851851853
2017-03-04,237.81481481481484
2017-03-05,273.0509259259259
2017-03-06,162.88888888888886
2017-03-07,118.03541666666665
2017-03-08,262.0833333333333
2017-03-09,192.49537037037038
2017-03-10,176.18287037037038
2017-03-11,275.66666666666663
2017-03-12,284.75231481481484
2017-03-13,270.18981481481484
2017-03-14,275.0671296296296
2017-03-15,263.18055555555554
2017-03-16,272.9328703703703
2017-03-17,250.9074074074074
2017-03-18,268.5115740740741
2017-03-19,269.11805555555554
2017-03-20,210.0625
2017-03-21,209.52314814814812
2017-03-22,255.88657407407408
2017-03-23,152.23379629629628
2017-03-24,151.11805555555557
2017-03-25,204.95138888888886
2017-03-26,232.68055555555557
2017-03-27,235.68287037037035
2017-03-28,178.56018518518516
2017-03-29,274.3263888888889
2017-03-30,279.7638888888889
2017-03-31,295.65046296296293
2017-04-01,256.25694444444446
2017-04-02,298.69444444444446
2017-04-03,285.09722222222223
2017-04-04,295.9259259259259
2017-04-05,306.81944444444446
2017-04-06,269.9351851851852
2017-04-07,274.96759259259255
2017-04-08,293.80324074074076
2017-04-09,288.8703703703703
2017-04-10,258.03935185185185
2017-04-11,238.92592592592592
2017-04-12,190.3773148148148
2017-04-13,262.2777777777777
2017-04-14,265.69675925925924
2017-04-15,293.00925925925924
2017-04-16,254.0625
2017-04-17,158.2962962962963
2017-04-18,186.59490740740742
2017-04-19,281.24768518518516
2017-04-20,271.02314814814815
2017-04-21,256.61805555555554
2017-04-22,303.72685185185185
2017-04-23,195.17592592592592
2017-04-24,233.69444444444443
2017-04-25,253.02083333333331
2017-04-26,199.75
2017-04-27,285.85185185185185
2017-04-28,244.22222222222217
2017-04-29,179.45601851851853
2017-04-30,103.77800925925926
2017-05-01,145.56712962962965
2017-05-02,189.8125
2017-05-03,254.35648148148147
2017-05-04,270.87268518518516
2017-05-05,318.26620370370375
2017-05-06,290.95370370370375
2017-05-07,312.95370370370364
2017-05-08,216.65277777777774
2017-05-09,128.97916666666669
2017-05-10,230.8287037037037
2017-05-11,240.31944444444443
2017-05-12,309.13888888888886
2017-05-13,314.4375
2017-05-14,278.5162037037037
2017-05-15,307.49074074074076
2017-05-16,307.44675925925924
2017-05-17,292.875
2017-05-18,229.10648148148147
2017-05-19,260.02546296296293
2017-05-20,283.4791666666667
2017-05-21,274.60185185185185
2017-05-22,306.64120370370364
2017-05-23,300.9861111111111
2017-05-24,275.6296296296296
2017-05-25,301.85879629629636
2017-05-26,259.39120370370375
2017-05-27,282.27546296296293
2017-05-28,296.94444444444446
2017-05-29,212.38425925925927
2017-05-30,200.12500000000003
2017-05-31,200.69444444444446
2017-06-01,321.05555555555554
2017-06-02,281.74768518518516
2017-06-03,132.11111111111114
2017-06-04,259.71064814814815
2017-06-05,294.8148148148148
2017-06-06,320.64120370370364
2017-06-07,294.2337962962963
2017-06-08,245.92592592592592
2017-06-09,237.6388888888889
2017-06-10,278.6875
2017-06-11,303.83796296296293
2017-06-12,299.9421296296297
2017-06-13,290.2546296296296
2017-06-14,262.9791666666667
2017-06-15,276.53935185185185
2017-06-16,321.6365740740741
2017-06-17,284.4490740740741
2017-06-18,308.1550925925926
2017-06-19,214.03472222222226
2017-06-20,242.16666666666666
2017-06-21,295.36805555555554
2017-06-22,320.1944444444444
2017-06-23,306.56018518518516
2017-06-24,301.77083333333337
2017-06-25,311.0810185185186
2017-06-26,276.99305555555554
2017-06-27,302.6203703703704
2017-06-28,292.0625
2017-06-29,272.18055555555554
2017-06-30,200.63194444444443
2017-07-01,318.5185185185186
2017-07-02,313.66203703703707
2017-07-03,290.71990740740745
2017-07-04,243.75694444444443
2017-07-05,258.27546296296293
2017-07-06,310.66898148148147
2017-07-07,218.48148148148147
2017-07-08,284.69444444444446
2017-07-09,273.37268518518516
2017-07-10,300.89120370370375
2017-07-11,291.7013888888889
2017-07-12,238.75
2017-07-13,236.2037037037037
2017-07-14,301.53472222222223
2017-07-15,263.32870370370375
2017-07-16,307.074074074074
2017-07-17,303.2916666666667
2017-07-18,278.7800925925926
2017-07-19,294.8240740740741
2017-07-20,294.2962962962963
2017-07-21,264.58564814814815
2017-07-22,264.58564814814815
2017-07-23,311.88194444444446
2017-07-24,317.5462962962963
2017-07-25,287.574074074074
2017-07-26,204.9074074074074
2017-07-27,239.03703703703704
2017-07-28,302.0648148148148
2017-07-29,260.96527777777777
2017-07-30,313.39351851851853
2017-07-31,290.91898148148147
2017-08-01,279.64120370370375
2017-08-02,240.37037037037035
2017-08-03,286.09259259259255
2017-08-04,210.37962962962962
2017-08-05,245.52314814814818
2017-08-06,301.4212962962963
2017-08-07,307.62268518518516
2017-08-08,245.73842592592592
2017-08-09,274.83333333333337
2017-08-10,305.9837962962963
2017-08-11,237.37037037037035
2017-08-12,277.40277777777777
2017-08-13,307.79861111111114
2017-08-14,288.0300925925926
2017-08-15,302.34953703703707
2017-08-16,226.58564814814812
2017-08-17,117.81944444444443
2017-08-18,301.41435185185185
2017-08-19,245.80787037037038
2017-08-20,136.34259259259258
2017-08-21,297.61111111111114
2017-08-22,301.4467592592593
2017-08-23,307.46064814814815
2017-08-24,276.1597222222223
2017-08-25,276.0092592592593
2017-08-26,280.53935185185185
2017-08-27,261.3703703703704
2017-08-28,277.47222222222223
2017-08-29,267.67129629629625
2017-08-30,302.8009259259259
2017-08-31,293.4189814814815
2017-09-01,294.8703703703703
2017-09-02,285.60185185185185
2017-09-03,212.65046296296296
2017-09-04,235.29861111111114
2017-09-05,209.29398148148147
2017-09-06,95.13402777777777
2017-09-07,198.49537037037038
2017-09-08,290.08796296296293
2017-09-09,281.2615740740741
2017-09-10,271.0
2017-09-11,281.89814814814815
2017-09-12,290.07638888888886
2017-09-13,251.55555555555551
2017-09-14,223.95138888888886
2017-09-15,262.05324074074076
2017-09-16,183.6574074074074
2017-09-17,256.78472222222223
2017-09-18,292.88425925925924
2017-09-19,292.88425925925924
2017-09-20,57.246527777777786
2017-09-21,102.46805555555557
2017-09-22,207.875
2017-09-23,241.27314814814812
2017-09-24,284.79861111111114
2017-09-25,265.7199074074074
2017-09-26,258.21064814814815
2017-09-27,224.7962962962963
2017-09-28,272.5439814814815
2017-09-29,269.75925925925924
2017-09-30,123.39583333333333
2017-10-01,257.28935185185185
2017-10-02,271.75694444444446
2017-10-03,269.91666666666663
2017-10-04,248.52777777777777
2017-10-05,226.49305555555557
2017-10-06,244.89351851851853
2017-10-07,202.20833333333331
2017-10-08,223.05555555555557
2017-10-09,195.18287037037038
2017-10-10,144.22916666666669
2017-10-11,202.31944444444443
2017-10-12,255.17129629629625
2017-10-13,187.26620370370372
2017-10-14,187.26620370370372
2017-10-15,187.26620370370372
2017-10-16,187.26620370370372
2017-10-17,204.24537037037038
2017-10-18,204.24537037037038
2017-10-19,259.00694444444446
2017-10-20,264.7708333333333
2017-10-21,259.5601851851852
2017-10-22,259.8125
2017-10-23,239.06944444444443
2017-10-24,260.21064814814815
2017-10-25,238.57870370370364
2017-10-26,246.16898148148147
2017-10-27,196.67361111111111
2017-10-28,229.65046296296296
2017-10-29,193.7060185185185
2017-10-30,232.59027777777777
2017-10-31,192.88888888888889
2017-11-01,250.45138888888886
2017-11-02,242.38194444444443
2017-11-03,242.30324074074073
2017-11-04,231.08101851851853
2017-11-05,165.4074074074074
2017-11-06,211.13657407407408
2017-11-07,107.88125
2017-11-08,98.41111111111111
2017-11-09,171.78472222222223
2017-11-10,179.94444444444446
2017-11-11,117.12407407407409
2017-11-12,198.66898148148147
2017-11-13,209.51388888888886
2017-11-14,167.21527777777777
2017-11-15,224.61342592592592
2017-11-16,179.02777777777777
2017-11-17,213.04166666666666
2017-11-18,120.78703703703704
2017-11-19,133.84722222222223
2017-11-20,138.57638888888889
2017-11-21,225.61574074074073
2017-11-22,222.74305555555557
2017-11-23,216.4467592592593
2017-11-24,215.5300925925926
2017-11-25,177.68981481481484
2017-11-26,217.40277777777777
2017-11-27,216.24768518518516
2017-11-28,215.23842592592592
2017-11-29,193.80555555555557
2017-11-30,201.32407407407405
2017-12-01,217.43518518518516
2017-12-02,217.87731481481478
2017-12-03,200.38425925925927
2017-12-04,168.5
2017-12-05,152.72916666666669
2017-12-06,178.650462962963
2017-12-07,180.34722222222223
2017-12-08,180.34722222222223
2017-12-09,180.34722222222223
2017-12-10,180.34722222222223
2017-12-11,198.57407407407408
2017-12-12,200.38425925925924
2017-12-13,168.04166666666669
2017-12-14,203.48148148148147
2017-12-15,207.0
2017-12-16,189.40740740740742
2017-12-17,144.2013888888889
2017-12-18,154.42592592592592
2017-12-19,199.57175925925924
2017-12-20,199.08101851851853
2017-12-21,199.08101851851853
2017-12-22,199.08101851851853
2017-12-23,199.08101851851853
2017-12-24,199.08101851851853
2017-12-25,199.08101851851853
2017-12-26,199.08101851851853
2017-12-27,199.08101851851853
2017-12-28,176.16898148148147
2017-12-29,176.11342592592592
2017-12-30,187.07175925925927
2017-12-31,187.07175925925927
2018-01-01,188.18055555555551
2018-01-02,223.08101851851853
2018-01-03,198.37268518518516
2018-01-04,213.93518518518522
2018-01-05,160.80555555555557
2018-01-06,216.06481481481484
2018-01-07,197.94444444444449
2018-01-08,181.65277777777777
2018-01-09,208.8217592592592
2018-01-10,200.90277777777777
2018-01-11,169.36805555555554
2018-01-12,181.66435185185185
2018-01-13,198.41203703703704
2018-01-14,215.98148148148147
2018-01-15,136.4837962962963
2018-01-16,201.56712962962962
2018-01-17,201.48842592592592
2018-01-18,216.10416666666666
2018-01-19,193.58564814814815
2018-01-20,216.40277777777777
2018-01-21,230.6412037037037
2018-01-22,176.69675925925927
2018-01-23,209.06712962962965
2018-01-24,209.88888888888886
2018-01-25,168.16435185185188
2018-01-26,196.13194444444443
2018-01-27,184.73842592592592
2018-01-28,201.79398148148147
2018-01-29,119.21064814814815
2018-01-30,172.44675925925927
2018-01-31,228.25231481481478
2018-02-01,154.91435185185185
2018-02-02,208.50694444444443
2018-02-03,221.1967592592592
2018-02-04,204.62962962962962
2018-02-05,254.34259259259255
2018-02-06,237.01388888888886
2018-02-07,229.97916666666669
2018-02-08,248.33333333333331
2018-02-09,221.25694444444449
2018-02-10,229.0162037037037
2018-02-11,213.81944444444443
2018-02-12,228.0300925925926
2018-02-13,233.6412037037037
2018-02-14,242.40277777777777
2018-02-15,254.59953703703704
2018-02-16,237.9050925925926
2018-02-17,266.1851851851852
2018-02-18,249.1087962962963
2018-02-19,234.54166666666669
2018-02-20,261.67824074074076
2018-02-21,185.85879629629625
2018-02-22,259.7083333333333
2018-02-23,243.51157407407408
2018-02-24,247.50231481481478
2018-02-25,236.9375
2018-02-26,220.18518518518516
2018-02-27,253.14583333333334
2018-02-28,225.20601851851853
2018-03-01,258.31018518518516
2018-03-02,287.53240740740745
2018-03-03,267.1574074074074
2018-03-04,115.51967592592591
2018-03-05,212.81481481481484
2018-03-06,272.79861111111114
2018-03-07,286.73611111111114
2018-03-08,266.75
2018-03-09,281.3125
2018-03-10,201.125
2018-03-11,230.19675925925927
2018-03-12,276.17361111111114
2018-03-13,300.7546296296296
2018-03-14,287.43055555555554
2018-03-15,200.0763888888889
2018-03-16,290.1365740740741
2018-03-17,280.2824074074074
2018-03-18,243.20833333333334
2018-03-19,274.1990740740741
2018-03-20,257.7824074074074
2018-03-21,234.70138888888886
2018-03-22,235.97916666666666
2018-03-23,208.60185185185182
2018-03-24,193.537037037037
2018-03-25,179.49074074074073
2018-03-26,301.4050925925926
2018-03-27,196.64814814814815
2018-03-28,299.04398148148147
2018-03-29,296.33564814814815
2018-03-30,301.97916666666663
2018-03-31,274.5439814814814
2018-04-01,316.5208333333333
2018-04-02,279.36111111111114
2018-04-03,225.5
2018-04-04,256.00694444444446
2018-04-05,306.16435185185185
2018-04-06,259.4050925925926
2018-04-07,310.2222222222223
2018-04-08,298.91435185185185
2018-04-09,312.0625
2018-04-10,274.24305555555554
2018-04-11,259.03935185185185
2018-04-12,279.6875
2018-04-13,287.5925925925926
2018-04-14,222.6782407407408
2018-04-15,321.7175925925926
2018-04-16,290.71064814814815
2018-04-17,199.73842592592592
2018-04-18,230.03703703703704
2018-04-19,260.0115740740741
2018-04-20,276.98611111111114
2018-04-21,246.69907407407408
2018-04-22,274.32870370370375
2018-04-23,166.05092592592592
2018-04-24,311.8101851851852
2018-04-25,277.35185185185185
2018-04-26,191.31018518518516
2018-04-27,254.0300925925926
2018-04-28,253.97916666666666
2018-04-29,306.0787037037037
2018-04-30,322.97685185185185
2018-05-01,171.15277777777777
2018-05-02,326.84490740740745
2018-05-03,187.40046296296296
2018-05-04,229.49074074074073
2018-05-05,204.66666666666669
2018-05-06,251.93981481481478
2018-05-07,268.49074074074076
2018-05-08,306.1273148148148
2018-05-09,189.98842592592592
2018-05-10,332.09027777777777
2018-05-11,180.68055555555557
2018-05-12,166.76388888888889
2018-05-13,294.59953703703707
2018-05-14,285.8148148148148
2018-05-15,261.08796296296293
2018-05-16,279.7523148148148
2018-05-17,318.3425925925926
2018-05-18,276.89351851851853
2018-05-19,255.77777777777774
2018-05-20,264.0115740740741
2018-05-21,316.7037037037037
2018-05-22,291.06944444444446
2018-05-23,303.8819444444444
2018-05-24,320.23611111111114
2018-05-25,183.12500000000003
2018-05-26,255.6087962962963
2018-05-27,283.92824074074076
2018-05-28,292.0509259259259
2018-05-29,321.28472222222223
2018-05-30,291.4398148148148
2018-05-31,325.5740740740741
2018-06-01,305.38888888888886
2018-06-02,240.17824074074073
2018-06-03,292.13425925925924
2018-06-04,313.42824074074076
2018-06-05,311.1203703703704
2018-06-06,250.75231481481484
2018-06-07,296.3796296296296
2018-06-08,266.41666666666663
2018-06-09,292.20601851851853
2018-06-10,298.4328703703704
2018-06-11,244.67129629629625
2018-06-12,264.38425925925924
2018-06-13,299.9490740740741
2018-06-14,304.95138888888886
2018-06-15,311.22222222222223
2018-06-16,301.15277777777777
2018-06-17,243.77777777777783
2018-06-18,284.28009259259255
2018-06-19,228.86342592592592
2018-06-20,169.46990740740742
2018-06-21,211.78935185185188
2018-06-22,195.0324074074074
2018-06-23,75.96087962962963
2018-06-24,273.51851851851853
2018-06-25,267.92129629629625
2018-06-26,263.1921296296297
2018-06-27,277.94444444444446
2018-06-28,217.34722222222223
2018-06-29,235.99074074074073
2018-06-30,282.1458333333333
2018-07-01,299.7662037037037
2018-07-02,270.86574074074076
2018-07-03,308.90277777777777
2018-07-04,280.0462962962963
2018-07-05,295.4675925925926
2018-07-06,301.5740740740741
2018-07-07,276.98148148148147
2018-07-08,222.35648148148147
2018-07-09,60.40324074074074
2018-07-10,250.46296296296296
2018-07-11,274.47453703703707
2018-07-12,319.31018518518516
2018-07-13,283.8171296296297
2018-07-14,265.24305555555554
2018-07-15,272.14120370370375
2018-07-16,216.48842592592592
2018-07-17,284.5601851851851
2018-07-18,310.13194444444446
2018-07-19,181.45370370370372
2018-07-20,266.4259259259259
2018-07-21,280.30324074074076
2018-07-22,255.92361111111114
2018-07-23,260.9490740740741
2018-07-24,275.52777777777777
2018-07-25,256.6203703703703
2018-07-26,198.2824074074074
2018-07-27,290.14351851851853
2018-07-28,305.6226851851852
