processed_at,date,coverage_percent,CHL_NN_R1_empty,CHL_NN_R2_empty,CHL_NN_R3_empty
2025-11-04T19:09:37Z,2017-12-09,84.0,False,False,False
2025-11-04T19:09:37Z,2017-12-12,86.79245283018868,False,False,False
2025-11-04T19:09:37Z,2017-12-16,87.23404255319149,False,False,False
2025-11-04T19:09:37Z,2017-12-19,50.0,False,False,False
2025-11-04T19:09:37Z,2017-12-20,57.142857142857146,False,False,False
2025-11-04T19:09:37Z,2017-12-23,70.17543859649123,False,False,False
2025-11-04T19:09:37Z,2017-12-24,80.55555555555556,True,False,False
2025-11-04T19:09:37Z,2017-12-27,1.7543859649122806,True,True,False
2025-11-04T19:09:37Z,2017-12-28,19.35483870967742,True,False,False
2025-11-04T19:09:37Z,2017-12-31,72.1311475409836,False,False,False
2025-11-04T19:09:37Z,2018-01-04,74.13793103448276,False,False,False
2025-11-04T19:09:37Z,2018-01-05,76.92307692307692,False,False,False
2025-11-04T19:09:37Z,2018-01-11,63.829787234042556,False,False,False
2025-11-04T19:09:37Z,2018-01-12,70.2127659574468,False,False,False
2025-11-04T19:09:37Z,2018-01-15,18.51851851851852,True,False,False
2025-11-04T19:09:37Z,2018-01-16,52.27272727272727,False,False,False
2025-11-04T19:09:37Z,2018-01-19,67.24137931034483,False,False,False
2025-11-04T19:09:37Z,2018-01-23,84.7457627118644,False,False,False
2025-11-04T19:09:37Z,2018-01-27,49.152542372881356,True,False,False
2025-11-04T19:09:37Z,2018-01-31,13.20754716981132,False,True,True
2025-11-04T19:09:37Z,2018-02-07,90.19607843137256,False,False,False
2025-11-04T19:09:37Z,2018-02-08,44.680851063829785,False,False,False
2025-11-04T19:09:37Z,2018-02-11,69.23076923076923,True,False,False
2025-11-04T19:09:37Z,2018-02-12,81.3953488372093,False,False,False
2025-11-04T19:09:37Z,2018-02-15,92.98245614035088,False,False,False
2025-11-04T19:09:37Z,2018-02-16,92.10526315789474,False,False,False
2025-11-04T19:09:37Z,2018-02-19,3.508771929824561,True,True,True
2025-11-04T19:09:37Z,2018-02-20,29.032258064516128,True,True,False
2025-11-04T19:09:37Z,2018-02-23,36.206896551724135,False,False,False
2025-11-04T19:09:37Z,2018-02-24,87.5,False,False,False
2025-11-04T19:09:37Z,2018-02-28,27.272727272727273,True,False,False
2025-11-04T19:09:37Z,2018-03-03,81.81818181818181,False,False,False
2025-11-04T19:09:37Z,2018-03-06,75.92592592592592,False,False,False
2025-11-04T19:09:37Z,2018-03-07,80.43478260869566,False,False,False
2025-11-04T19:09:37Z,2018-03-10,68.62745098039215,False,False,False
2025-11-04T19:09:37Z,2018-03-11,53.84615384615385,False,False,False
2025-11-04T19:09:37Z,2018-03-14,91.07142857142857,False,False,False
2025-11-04T19:09:37Z,2018-03-18,92.5925925925926,False,False,False
2025-11-04T19:09:37Z,2018-03-19,80.0,False,False,False
2025-11-04T19:09:37Z,2018-03-22,3.6363636363636362,True,False,True
2025-11-04T19:09:37Z,2018-03-23,68.96551724137932,False,False,False
2025-11-04T19:09:37Z,2018-03-26,47.36842105263158,False,False,False
2025-11-04T19:09:37Z,2018-03-27,43.47826086956522,False,True,False
2025-11-04T19:09:37Z,2018-03-30,35.18518518518518,False,False,True
2025-11-04T19:09:37Z,2018-04-06,63.1578947368421,False,False,False
2025-11-04T19:09:37Z,2018-04-07,90.2439024390244,False,False,False
2025-11-04T19:09:37Z,2018-04-10,1.7857142857142858,True,True,True
2025-11-04T19:09:37Z,2018-04-14,84.21052631578948,False,False,False
2025-11-04T19:09:37Z,2018-04-15,31.25,False,False,False
2025-11-04T19:09:37Z,2018-04-18,41.935483870967744,False,False,False
2025-11-04T19:09:37Z,2018-04-19,92.5925925925926,False,False,False
2025-11-04T19:09:37Z,2018-04-22,1.8867924528301887,False,True,True
2025-11-04T19:09:37Z,2018-04-26,19.607843137254903,False,False,True
2025-11-04T19:09:37Z,2018-04-29,52.0,False,False,False
2025-11-04T19:09:37Z,2018-04-30,79.16666666666667,False,False,False
2025-11-04T19:09:37Z,2018-05-04,38.095238095238095,True,False,False
2025-11-04T19:09:37Z,2018-05-08,82.85714285714286,False,False,False
2025-11-04T19:09:37Z,2018-05-16,16.0,True,False,True
2025-11-04T19:09:37Z,2018-05-17,70.83333333333333,False,False,False
2025-11-04T19:09:37Z,2018-05-18,92.0,False,False,False
2025-11-04T19:09:37Z,2018-05-19,50.617283950617285,True,False,False
2025-11-04T19:09:37Z,2018-05-20,87.5,False,False,False
2025-11-04T19:09:37Z,2018-05-22,77.96610169491525,False,False,False
2025-11-04T19:09:37Z,2018-05-23,22.352941176470587,False,False,False
2025-11-04T19:09:37Z,2018-05-26,80.9090909090909,False,False,False
2025-11-04T19:09:37Z,2018-05-27,6.024096385542169,False,True,False
2025-11-04T19:09:37Z,2018-05-30,67.27272727272727,False,False,False
2025-11-04T19:09:37Z,2018-05-31,86.58536585365853,False,False,False
2025-11-04T19:09:37Z,2018-06-03,57.46268656716418,True,False,False
2025-11-04T19:09:37Z,2018-06-04,81.57894736842105,False,False,False
2025-11-04T19:09:37Z,2018-06-07,89.38053097345133,False,False,False
2025-11-04T19:09:37Z,2018-06-08,89.0625,False,False,False
2025-11-04T19:09:37Z,2018-06-11,38.46153846153846,False,False,False
2025-11-04T19:09:37Z,2018-06-12,6.349206349206349,True,True,False
2025-11-04T19:09:37Z,2018-06-15,91.81818181818181,False,False,False
2025-11-04T19:09:37Z,2018-06-16,24.0,True,False,False
2025-11-04T19:09:37Z,2018-06-19,2.8846153846153846,True,False,True
2025-11-04T19:09:37Z,2018-06-27,66.66666666666667,False,False,False
2025-11-04T19:09:37Z,2018-06-30,86.08695652173913,False,False,False
2025-11-04T19:09:37Z,2018-07-01,85.33333333333333,False,False,False
2025-11-04T19:09:37Z,2018-07-04,89.65517241379311,False,False,False
2025-11-04T19:09:37Z,2018-07-05,63.492063492063494,False,False,False
2025-11-04T19:09:37Z,2018-07-12,78.26086956521739,False,False,False
2025-11-04T19:09:37Z,2018-07-13,59.61538461538461,False,False,False
2025-11-04T19:09:37Z,2018-07-16,22.641509433962263,True,True,False
2025-11-04T19:09:37Z,2018-07-19,38.613861386138616,False,False,True
2025-11-04T19:09:37Z,2018-07-20,30.851063829787233,False,False,False
2025-11-04T19:09:37Z,2018-07-23,63.20754716981132,False,False,False
2025-11-04T19:09:37Z,2018-07-24,81.3953488372093,False,False,False
2025-11-04T19:09:37Z,2018-07-27,78.94736842105263,False,False,False
2025-11-04T19:09:37Z,2018-07-28,87.67123287671232,False,False,False
2025-11-04T19:09:37Z,2018-07-31,86.5546218487395,False,False,False
2025-11-04T19:09:37Z,2018-08-05,75.0,False,False,False
2025-11-04T19:09:37Z,2018-08-08,66.3716814159292,False,False,False
2025-11-04T19:09:37Z,2018-08-09,78.0,False,False,False
2025-11-04T19:09:37Z,2018-08-12,12.871287128712872,True,False,False
2025-11-04T19:09:37Z,2018-08-15,4.25531914893617,True,False,True
2025-11-04T19:09:37Z,2018-08-16,34.73684210526316,False,False,False
2025-11-04T19:09:37Z,2018-08-19,27.102803738317757,False,False,False
2025-11-04T19:09:37Z,2018-08-20,89.02439024390245,False,False,False
2025-11-04T19:09:37Z,2018-08-23,89.28571428571429,False,False,False
2025-11-04T19:09:37Z,2018-08-24,90.54054054054055,False,False,False
2025-11-04T19:09:37Z,2018-08-27,82.20338983050847,False,False,False
2025-11-04T19:09:37Z,2018-08-28,19.35483870967742,False,False,True
2025-11-04T19:09:37Z,2018-08-31,31.03448275862069,True,True,False
2025-11-04T19:09:37Z,2018-09-01,62.264150943396224,False,False,False
2025-11-04T19:09:37Z,2018-09-04,82.88288288288288,False,False,False
2025-11-04T19:09:37Z,2018-09-08,82.52427184466019,False,False,False
2025-11-04T19:09:37Z,2018-09-11,4.761904761904762,False,True,False
2025-11-04T19:09:37Z,2018-09-12,88.04347826086956,False,False,False
2025-11-04T19:09:37Z,2018-09-19,10.084033613445378,False,True,True
2025-11-04T19:09:37Z,2018-09-20,84.0,False,False,False
2025-11-04T19:09:37Z,2018-09-23,71.42857142857143,False,False,False
2025-11-04T19:09:37Z,2018-09-24,81.25,False,False,False
2025-11-04T19:09:37Z,2018-09-27,46.49122807017544,False,False,True
2025-11-04T19:09:37Z,2018-09-28,12.280701754385966,True,True,False
2025-11-04T19:09:37Z,2018-10-01,87.06896551724138,False,False,False
2025-11-04T19:09:37Z,2018-10-02,66.0377358490566,False,False,False
2025-11-04T19:09:37Z,2018-10-12,64.76190476190476,False,False,False
2025-11-04T19:09:37Z,2018-10-17,91.89189189189189,False,False,False
2025-11-04T19:09:37Z,2018-10-20,82.14285714285714,False,False,False
2025-11-04T19:09:37Z,2018-10-21,7.936507936507937,True,True,False
2025-11-04T19:09:37Z,2018-10-24,86.95652173913044,False,False,False
2025-11-04T19:09:37Z,2018-10-25,69.0909090909091,False,False,False
2025-11-04T19:09:37Z,2018-10-28,81.55339805825243,False,False,False
2025-11-04T19:09:37Z,2018-10-29,36.0,True,False,True
2025-11-04T19:09:37Z,2018-10-31,86.44067796610169,False,False,False
2025-11-04T19:09:37Z,2018-11-01,55.294117647058826,False,False,False
2025-11-04T19:09:37Z,2018-11-08,76.28865979381443,False,False,False
2025-11-04T19:09:37Z,2018-11-09,63.63636363636363,False,False,False
2025-11-04T19:09:37Z,2018-11-11,64.51612903225806,False,False,False
2025-11-04T19:09:37Z,2018-11-12,43.956043956043956,False,False,False
2025-11-04T19:09:37Z,2018-11-15,83.92857142857143,False,False,False
2025-11-04T19:09:37Z,2018-11-16,74.68354430379746,False,False,False
2025-11-04T19:09:37Z,2018-11-17,86.66666666666667,False,False,False
2025-11-04T19:09:37Z,2018-11-19,82.0,False,False,False
2025-11-04T19:09:37Z,2018-11-20,91.66666666666667,False,False,False
2025-11-04T19:09:37Z,2018-11-21,92.85714285714286,False,False,False
